2007-05-01 12:00:00 18.6% exptime_sum = 31.3, observe_time_sum = 168.2
2007-06-01 12:00:00 16.2% exptime_sum = 20.0, observe_time_sum = 123.5
2007-07-01 12:00:00 18.6% exptime_sum = 28.2, observe_time_sum = 151.9
2007-08-01 12:00:00 14.5% exptime_sum = 31.3, observe_time_sum = 215.8
2007-09-01 12:00:00 19.0% exptime_sum = 51.7, observe_time_sum = 272.5
2007-10-01 12:00:00 13.3% exptime_sum = 45.2, observe_time_sum = 340.4
2007-11-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 374.4
2007-12-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 409.0
2008-01-01 12:00:00 0.6% exptime_sum = 2.3, observe_time_sum = 395.6
2008-02-01 12:00:00 4.1% exptime_sum = 13.6, observe_time_sum = 331.6
2008-03-01 12:00:00 14.0% exptime_sum = 41.7, observe_time_sum = 298.4
2008-04-01 12:00:00 14.5% exptime_sum = 32.6, observe_time_sum = 225.6
2008-05-01 12:00:00 19.7% exptime_sum = 32.9, observe_time_sum = 166.7
2008-06-01 12:00:00 28.5% exptime_sum = 35.1, observe_time_sum = 123.3
2008-07-01 12:00:00 20.7% exptime_sum = 31.8, observe_time_sum = 153.2
2008-08-01 12:00:00 23.7% exptime_sum = 51.6, observe_time_sum = 217.5
2008-09-01 12:00:00 13.8% exptime_sum = 37.8, observe_time_sum = 274.0
2008-10-01 12:00:00 12.3% exptime_sum = 41.9, observe_time_sum = 341.7
2008-11-01 12:00:00 3.9% exptime_sum = 14.5, observe_time_sum = 375.2
2008-12-01 12:00:00 5.5% exptime_sum = 22.4, observe_time_sum = 409.1
2009-01-01 12:00:00 5.9% exptime_sum = 23.4, observe_time_sum = 394.8
2009-02-01 12:00:00 2.5% exptime_sum = 7.8, observe_time_sum = 319.8
2009-03-01 12:00:00 5.5% exptime_sum = 16.6, observe_time_sum = 298.9
2009-04-01 12:00:00 34.8% exptime_sum = 78.6, observe_time_sum = 226.1
2009-05-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 167.1
2009-06-01 12:00:00 0.6% exptime_sum = 0.7, observe_time_sum = 123.3
2009-07-01 12:00:00 29.2% exptime_sum = 44.6, observe_time_sum = 152.8
2009-08-01 12:00:00 37.1% exptime_sum = 80.6, observe_time_sum = 217.0
2009-09-01 12:00:00 26.3% exptime_sum = 71.9, observe_time_sum = 273.6
2009-10-01 12:00:00 4.7% exptime_sum = 15.9, observe_time_sum = 341.3
2009-11-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 375.0
2009-12-01 12:00:00 0.5% exptime_sum = 2.0, observe_time_sum = 409.0
2010-01-01 12:00:00 1.3% exptime_sum = 5.1, observe_time_sum = 395.0
2010-02-01 12:00:00 6.1% exptime_sum = 19.4, observe_time_sum = 320.2
2010-03-01 12:00:00 16.5% exptime_sum = 49.5, observe_time_sum = 299.4
2010-04-01 12:00:00 29.9% exptime_sum = 67.7, observe_time_sum = 226.6
2010-05-01 12:00:00 2.9% exptime_sum = 4.9, observe_time_sum = 167.6
2010-06-01 12:00:00 30.1% exptime_sum = 37.1, observe_time_sum = 123.4
2010-07-01 12:00:00 45.9% exptime_sum = 70.0, observe_time_sum = 152.4
2010-08-01 12:00:00 11.5% exptime_sum = 24.8, observe_time_sum = 216.4
2010-09-01 12:00:00 25.1% exptime_sum = 68.7, observe_time_sum = 273.1
2010-10-01 12:00:00 27.4% exptime_sum = 93.3, observe_time_sum = 340.8
2010-11-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 374.7
2010-12-01 12:00:00 0.5% exptime_sum = 2.1, observe_time_sum = 409.0
2011-01-01 12:00:00 8.5% exptime_sum = 33.7, observe_time_sum = 395.3
2011-02-01 12:00:00 27.5% exptime_sum = 88.3, observe_time_sum = 320.5
2011-03-01 12:00:00 34.4% exptime_sum = 103.2, observe_time_sum = 299.9
2011-04-01 12:00:00 25.2% exptime_sum = 57.2, observe_time_sum = 227.2
2011-05-01 12:00:00 25.4% exptime_sum = 42.7, observe_time_sum = 168.1
2011-06-01 12:00:00 3.3% exptime_sum = 4.1, observe_time_sum = 123.5
2011-07-01 12:00:00 14.7% exptime_sum = 22.3, observe_time_sum = 152.0
2011-08-01 12:00:00 35.1% exptime_sum = 75.8, observe_time_sum = 215.9
2011-09-01 12:00:00 40.1% exptime_sum = 109.2, observe_time_sum = 272.6
2011-10-01 12:00:00 18.5% exptime_sum = 63.0, observe_time_sum = 340.4
2011-11-01 12:00:00 17.9% exptime_sum = 66.9, observe_time_sum = 374.4
2011-12-01 12:00:00 6.2% exptime_sum = 25.5, observe_time_sum = 408.9
2012-01-01 12:00:00 17.3% exptime_sum = 68.4, observe_time_sum = 395.5
2012-02-01 12:00:00 25.0% exptime_sum = 82.7, observe_time_sum = 331.6
2012-03-01 12:00:00 36.9% exptime_sum = 110.2, observe_time_sum = 298.3
2012-04-01 12:00:00 22.2% exptime_sum = 50.0, observe_time_sum = 225.5
2012-05-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 166.6
2012-06-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 123.3
2012-07-01 12:00:00 17.2% exptime_sum = 26.3, observe_time_sum = 153.3
2012-08-01 12:00:00 30.1% exptime_sum = 65.5, observe_time_sum = 217.6
2012-09-01 12:00:00 35.7% exptime_sum = 97.8, observe_time_sum = 274.1
2012-10-01 12:00:00 15.7% exptime_sum = 53.6, observe_time_sum = 341.7
2012-11-01 12:00:00 6.8% exptime_sum = 25.5, observe_time_sum = 375.3
2012-12-01 12:00:00 7.9% exptime_sum = 32.2, observe_time_sum = 409.1
2013-01-01 12:00:00 1.7% exptime_sum = 6.9, observe_time_sum = 394.7
2013-02-01 12:00:00 4.0% exptime_sum = 12.7, observe_time_sum = 319.8
2013-03-01 12:00:00 13.6% exptime_sum = 40.7, observe_time_sum = 298.8
2013-04-01 12:00:00 24.7% exptime_sum = 55.9, observe_time_sum = 226.1
2013-05-01 12:00:00 16.1% exptime_sum = 26.9, observe_time_sum = 167.1
2013-06-01 12:00:00 20.0% exptime_sum = 24.7, observe_time_sum = 123.4
2013-07-01 12:00:00 49.6% exptime_sum = 75.8, observe_time_sum = 152.9
2013-08-01 12:00:00 37.3% exptime_sum = 81.0, observe_time_sum = 217.0
2013-09-01 12:00:00 25.0% exptime_sum = 68.4, observe_time_sum = 273.6
2013-10-01 12:00:00 28.5% exptime_sum = 97.4, observe_time_sum = 341.3
2013-11-01 12:00:00 10.3% exptime_sum = 38.5, observe_time_sum = 375.0
2013-12-01 12:00:00 10.7% exptime_sum = 43.7, observe_time_sum = 409.0
2014-01-01 12:00:00 6.0% exptime_sum = 23.6, observe_time_sum = 395.0
2014-02-01 12:00:00 29.6% exptime_sum = 94.8, observe_time_sum = 320.1
2014-03-01 12:00:00 39.7% exptime_sum = 118.9, observe_time_sum = 299.3
2014-04-01 12:00:00 21.8% exptime_sum = 49.3, observe_time_sum = 226.6
2014-05-01 12:00:00 20.9% exptime_sum = 35.1, observe_time_sum = 167.6
2014-06-01 12:00:00 26.3% exptime_sum = 32.4, observe_time_sum = 123.5
2014-07-01 12:00:00 29.5% exptime_sum = 45.0, observe_time_sum = 152.5
2014-08-01 12:00:00 27.0% exptime_sum = 58.5, observe_time_sum = 216.5
2014-09-01 12:00:00 18.5% exptime_sum = 50.5, observe_time_sum = 273.2
2014-10-01 12:00:00 9.8% exptime_sum = 33.3, observe_time_sum = 340.9
2014-11-01 12:00:00 2.4% exptime_sum = 9.2, observe_time_sum = 374.7
2014-12-01 12:00:00 0.5% exptime_sum = 2.0, observe_time_sum = 409.0
2015-01-01 12:00:00 1.5% exptime_sum = 5.8, observe_time_sum = 395.2
2015-02-01 12:00:00 19.0% exptime_sum = 60.8, observe_time_sum = 320.5
2015-03-01 12:00:00 31.1% exptime_sum = 93.1, observe_time_sum = 299.8
2015-04-01 12:00:00 24.9% exptime_sum = 56.5, observe_time_sum = 227.1
2015-05-01 12:00:00 16.5% exptime_sum = 27.7, observe_time_sum = 168.1
2015-06-01 12:00:00 31.5% exptime_sum = 39.0, observe_time_sum = 123.5
2015-07-01 12:00:00 32.4% exptime_sum = 49.2, observe_time_sum = 152.0
2015-08-01 12:00:00 32.3% exptime_sum = 69.8, observe_time_sum = 216.0
2015-09-01 12:00:00 29.6% exptime_sum = 80.7, observe_time_sum = 272.7
2015-10-01 12:00:00 19.9% exptime_sum = 67.9, observe_time_sum = 340.5
2015-11-01 12:00:00 9.2% exptime_sum = 34.4, observe_time_sum = 374.4
2015-12-01 12:00:00 9.0% exptime_sum = 36.8, observe_time_sum = 408.9
2016-01-01 12:00:00 9.6% exptime_sum = 37.9, observe_time_sum = 395.5
2016-02-01 12:00:00 11.6% exptime_sum = 38.6, observe_time_sum = 331.5
2016-03-01 12:00:00 5.2% exptime_sum = 15.5, observe_time_sum = 298.3
2016-04-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 225.5
2016-05-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 166.6
2016-06-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 123.3
2016-07-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 153.3
2016-08-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 217.6
2016-09-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 274.2
2016-10-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 341.8
2016-11-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 375.3
2016-12-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 409.1
2017-01-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 394.7
2017-02-01 12:00:00 0.0% exptime_sum = 0.0, observe_time_sum = 319.7
2017-03-01 12:00:00 17.2% exptime_sum = 51.5, observe_time_sum = 298.8
2017-04-01 12:00:00 4.8% exptime_sum = 10.8, observe_time_sum = 226.0
2017-05-01 12:00:00 14.3% exptime_sum = 23.9, observe_time_sum = 167.1
2017-06-01 12:00:00 26.5% exptime_sum = 32.7, observe_time_sum = 123.4
2017-07-01 12:00:00 16.1% exptime_sum = 24.6, observe_time_sum = 152.9
2017-08-01 12:00:00 10.6% exptime_sum = 23.0, observe_time_sum = 217.1
2017-09-01 12:00:00 8.7% exptime_sum = 23.9, observe_time_sum = 273.7
2017-10-01 12:00:00 5.6% exptime_sum = 19.1, observe_time_sum = 341.4
2017-11-01 12:00:00 4.1% exptime_sum = 15.2, observe_time_sum = 375.0
2017-12-01 12:00:00 3.6% exptime_sum = 14.7, observe_time_sum = 409.0
2018-01-01 12:00:00 0.5% exptime_sum = 2.0, observe_time_sum = 395.0
2018-02-01 12:00:00 14.1% exptime_sum = 45.2, observe_time_sum = 320.1
2018-03-01 12:00:00 5.9% exptime_sum = 17.5, observe_time_sum = 299.3
2018-04-01 12:00:00 15.2% exptime_sum = 34.4, observe_time_sum = 226.5
2018-05-01 12:00:00 7.1% exptime_sum = 11.9, observe_time_sum = 167.6
2018-06-01 12:00:00 2.4% exptime_sum = 2.9, observe_time_sum = 123.4
2018-07-01 12:00:00 16.6% exptime_sum = 25.3, observe_time_sum = 152.5
2018-08-01 12:00:00 16.0% exptime_sum = 34.7, observe_time_sum = 216.6
2018-09-01 12:00:00 38.1% exptime_sum = 104.2, observe_time_sum = 273.2
2018-10-01 12:00:00 13.3% exptime_sum = 45.5, observe_time_sum = 340.9
2018-11-01 12:00:00 3.7% exptime_sum = 13.8, observe_time_sum = 374.7
2018-12-01 12:00:00 1.0% exptime_sum = 4.1, observe_time_sum = 409.0
2019-01-01 12:00:00 2.0% exptime_sum = 8.1, observe_time_sum = 395.2
